Customer_ID,Bank_Name,Customer_Segment,Daily_Txn_Frequency,Daily_Txn_Limit,Daily_Amount_Spent,Daily_Amount_Limit,Monthly_Txn_Frequency,Monthly_Txn_Limit,Monthly_Amount_Spent,Monthly_Amount_Limit,Risk_Score,Risk_Category
CUST102952,Bank of Baroda,Premium,8,26,154400,750000,184,554,3099000,14650000,25.8,Low Risk
CUST102953,HDFC Bank,Premium,2,29,132400,750000,45,618,3123000,18360000,12.9,Low Risk
CUST102954,Yes Bank,Affluent,25,21,271800,400000,486,487,8026000,8800000,92.7,High Risk
CUST102955,ICICI Bank,SME,4,38,25700,200000,74,771,423000,3750000,11.3,Low Risk
CUST102956,HDFC Bank,Premium,4,32,56200,500000,66,672,1036000,9680000,11.0,Low Risk
CUST102957,Bank of Baroda,Premium,5,28,55800,300000,84,614,920000,7500000,15.7,Low Risk
CUST102958,Bank of India,Business,88,72,2169500,2500000,2034,1546,45583000,48420000,106.6,High Risk
CUST102959,Bank of India,Mass Retail,4,7,24100,75000,91,159,487000,1670000,42.2,Low-Medium Risk
CUST102960,ICICI Bank,Business,11,64,390000,2500000,245,1485,5567000,52350000,14.8,Low Risk
CUST102961,Bank of India,Mass Retail,5,13,104100,75000,203,299,1859000,1810000,91.1,High Risk
CUST102962,Yes Bank,Mass Retail,3,11,4000,40000,46,259,85000,930000,15.2,Low Risk
CUST102963,Yes Bank,Mass Retail,2,8,16500,75000,45,169,345000,1660000,23.5,Low Risk
CUST102964,State Bank of India,SME,11,31,414600,1500000,172,616,7360000,27110000,29.3,Low Risk
CUST102965,Yes Bank,Business,17,48,119000,500000,385,1168,2194000,12080000,26.7,Low Risk
CUST102966,Axis Bank,Premium,7,27,145500,500000,154,674,3179000,10560000,27.3,Low Risk
CUST102967,Punjab National Bank,Premium,4,20,159100,750000,64,416,4032000,18390000,19.7,Low Risk
CUST102968,Union Bank of India,Affluent,10,16,13600,300000,206,350,303000,6440000,29.4,Low Risk
CUST102969,Axis Bank,SME,16,49,72400,400000,278,1102,1382000,9140000,22.0,Low Risk
CUST102970,IndusInd Bank,Affluent,4,15,133400,300000,76,341,1836000,5550000,32.3,Low Risk
CUST102971,Canara Bank,Mass Retail,7,7,32200,50000,213,165,1099000,1160000,94.9,High Risk
CUST102972,ICICI Bank,Mass Retail,1,13,16100,50000,13,251,317000,1020000,20.5,Low Risk
CUST102973,Federal Bank,Premium,3,33,40200,500000,67,794,855000,10230000,8.2,Low Risk
CUST102974,Yes Bank,Premium,34,32,530400,1000000,779,622,11994000,18830000,83.6,Medium Risk
CUST102975,Canara Bank,Mass Retail,3,9,2900,25000,50,201,51000,480000,19.2,Low Risk
CUST102976,Kotak Mahindra Bank,Mass Retail,5,11,8200,40000,107,273,147000,770000,29.4,Low Risk
CUST102977,HDFC Bank,Business,84,89,183600,1000000,2038,1972,5129000,20300000,55.4,Low-Medium Risk
CUST102978,IDFC First Bank,Mass Retail,3,12,17500,40000,52,241,276000,970000,30.5,Low Risk
CUST102979,Kotak Mahindra Bank,Premium,9,27,76100,500000,255,699,1466000,10290000,23.3,Low Risk
CUST102980,Yes Bank,SME,48,41,230200,200000,1185,1034,6261000,4610000,121.3,High Risk
CUST102981,ICICI Bank,Affluent,15,12,389800,400000,392,293,9976000,7430000,121.7,High Risk
CUST102982,IDFC First Bank,Mass Retail,1,8,12600,75000,27,175,268000,1660000,15.2,Low Risk
CUST102983,IndusInd Bank,Premium,4,28,268000,750000,73,568,5752000,16030000,26.1,Low Risk
CUST102984,Bank of India,Business,23,76,128500,500000,413,1945,3307000,12420000,26.1,Low Risk
CUST102985,Federal Bank,Affluent,12,20,9200,200000,237,455,154000,4780000,26.9,Low Risk
CUST102986,HDFC Bank,SME,9,41,67800,400000,227,1024,1387000,8470000,18.9,Low Risk
CUST102987,Indian Bank,Mass Retail,3,12,6800,25000,43,257,105000,590000,21.8,Low Risk
CUST102988,Federal Bank,Affluent,14,18,87600,300000,417,384,2256000,5810000,60.2,Low-Medium Risk
CUST102989,IDFC First Bank,Premium,11,30,7500,1000000,290,777,154000,21940000,16.8,Low Risk
CUST102990,HDFC Bank,Business,58,52,1769400,2500000,1255,1178,44070000,46310000,94.7,High Risk
CUST102991,Federal Bank,Mass Retail,2,12,5800,40000,50,240,115000,820000,16.2,Low Risk
CUST102992,IDFC First Bank,Business,12,45,175100,1000000,198,924,3177000,19580000,20.1,Low Risk
CUST102993,HDFC Bank,Affluent,1,15,36400,400000,18,336,675000,9210000,7.1,Low Risk
CUST102994,ICICI Bank,Mass Retail,1,13,3400,25000,19,251,58000,540000,10.5,Low Risk
CUST102995,HDFC Bank,Mass Retail,2,7,19300,75000,34,156,355000,1740000,24.1,Low Risk
CUST102996,IndusInd Bank,Business,50,54,101600,2500000,1278,1184,1944000,54020000,46.5,Low-Medium Risk
CUST102997,Bank of India,Mass Retail,1,9,4900,25000,24,220,64000,470000,14.4,Low Risk
CUST102998,IDFC First Bank,Mass Retail,2,8,11300,100000,41,172,265000,2310000,16.9,Low Risk
CUST102999,Kotak Mahindra Bank,Mass Retail,3,12,1800,50000,97,311,38000,1190000,14.3,Low Risk
CUST103000,IndusInd Bank,Business,11,61,2681500,5000000,199,1236,68088000,121620000,38.3,Low Risk
CUST103001,IDFC First Bank,Premium,17,34,138200,300000,322,787,2119000,6600000,41.9,Low-Medium Risk
CUST103002,Kotak Mahindra Bank,Premium,27,31,275300,500000,609,608,10249000,11640000,81.2,Medium Risk
CUST103003,Punjab National Bank,Mass Retail,4,9,3900,25000,95,217,78000,580000,27.5,Low Risk
CUST103004,Federal Bank,Affluent,10,18,44100,150000,225,467,681000,2860000,37.7,Low Risk
CUST103005,Bank of India,Affluent,20,18,363800,400000,523,445,8219000,7660000,105.8,High Risk
CUST103006,Canara Bank,Business,42,43,587300,1000000,1249,984,12666000,18500000,85.1,Medium Risk
CUST103007,Punjab National Bank,Business,15,81,1872500,5000000,358,1814,36632000,101200000,29.0,Low Risk
CUST103008,Indian Bank,Mass Retail,8,13,7500,40000,182,323,131000,850000,35.5,Low Risk
CUST103009,Bank of Baroda,Premium,13,29,27300,750000,252,741,573000,18740000,19.3,Low Risk
CUST103010,State Bank of India,Mass Retail,3,11,2400,75000,72,285,45000,1580000,13.1,Low Risk
CUST103011,ICICI Bank,Affluent,5,20,23900,200000,77,436,556000,4620000,16.2,Low Risk
CUST103012,Union Bank of India,Mass Retail,1,7,21700,100000,16,182,504000,2290000,17.4,Low Risk
CUST103013,IndusInd Bank,Mass Retail,2,6,2100,25000,25,121,41000,490000,16.4,Low Risk
CUST103014,IndusInd Bank,Mass Retail,3,10,4000,25000,58,208,71000,460000,21.4,Low Risk
CUST103015,Union Bank of India,Affluent,5,16,14300,100000,108,314,278000,2180000,21.9,Low Risk
CUST103016,State Bank of India,Mass Retail,13,12,43100,50000,299,251,997000,1150000,98.4,High Risk
CUST103017,Bank of India,Premium,25,26,51500,300000,670,634,1029000,7500000,53.1,Low-Medium Risk
CUST103018,Union Bank of India,Mass Retail,2,9,2200,100000,51,225,33000,2050000,11.0,Low Risk
CUST103019,Indian Bank,Mass Retail,5,12,4900,25000,126,293,125000,610000,29.9,Low Risk
CUST103020,ICICI Bank,Premium,1,25,120600,500000,19,585,2342000,10340000,14.7,Low Risk
CUST103021,Canara Bank,Mass Retail,2,10,22800,75000,42,226,368000,1710000,23.1,Low Risk
CUST103022,ICICI Bank,Affluent,6,12,91300,100000,141,288,2452000,2220000,78.1,Medium Risk
CUST103023,State Bank of India,Premium,7,31,445500,1000000,130,674,6603000,18370000,31.9,Low Risk
CUST103024,Indian Bank,Mass Retail,1,9,12600,100000,22,224,221000,1850000,11.6,Low Risk
CUST103025,Union Bank of India,Mass Retail,6,12,2700,75000,124,285,40000,1360000,22.6,Low Risk
CUST103026,Punjab National Bank,Mass Retail,1,10,15600,50000,22,239,319000,1030000,21.5,Low Risk
CUST103027,Union Bank of India,SME,12,33,43600,200000,279,751,911000,4640000,27.8,Low Risk
CUST103028,Federal Bank,Affluent,6,19,52000,150000,148,479,981000,2880000,33.2,Low Risk
CUST103029,Punjab National Bank,Premium,16,30,68800,750000,260,623,1105000,16680000,25.4,Low Risk
CUST103030,HDFC Bank,Affluent,5,14,47800,300000,119,303,827000,6010000,24.9,Low Risk
CUST103031,Bank of Baroda,Mass Retail,4,13,5900,40000,74,318,94000,940000,18.9,Low Risk
CUST103032,Kotak Mahindra Bank,Mass Retail,2,10,11800,25000,38,224,280000,590000,34.5,Low Risk
CUST103033,Bank of India,Premium,3,22,86400,300000,64,555,1697000,7030000,20.6,Low Risk
CUST103034,Kotak Mahindra Bank,Mass Retail,10,10,33700,50000,245,214,665000,1080000,83.2,Medium Risk
CUST103035,ICICI Bank,Mass Retail,1,13,49800,100000,24,281,703000,2000000,27.5,Low Risk
CUST103036,IDFC First Bank,Mass Retail,7,9,65100,75000,211,227,1481000,1770000,85.5,Medium Risk
CUST103037,Kotak Mahindra Bank,Affluent,2,16,127100,400000,52,356,1689000,7720000,21.1,Low Risk
CUST103038,Federal Bank,SME,3,37,50100,200000,79,837,782000,4010000,16.3,Low Risk
CUST103039,Federal Bank,Mass Retail,3,13,20000,100000,53,277,325000,1930000,19.6,Low Risk
CUST103040,Yes Bank,Affluent,2,15,3600,150000,35,314,77000,3410000,6.4,Low Risk
CUST103041,IndusInd Bank,Mass Retail,5,13,130800,100000,149,307,2878000,2280000,91.1,High Risk
CUST103042,Union Bank of India,SME,15,42,206600,750000,221,833,3185000,16930000,27.0,Low Risk
CUST103043,HDFC Bank,Mass Retail,2,9,20300,100000,29,226,350000,2090000,18.1,Low Risk
CUST103044,State Bank of India,Mass Retail,3,6,30100,25000,73,147,682000,470000,96.2,High Risk
CUST103045,Axis Bank,Premium,11,34,91900,500000,234,691,1915000,12190000,24.0,Low Risk
CUST103046,Union Bank of India,Premium,5,25,48000,300000,127,596,863000,6470000,17.1,Low Risk
CUST103047,IndusInd Bank,Affluent,1,12,37400,100000,13,279,602000,2080000,21.3,Low Risk
CUST103048,Punjab National Bank,Mass Retail,4,9,5600,25000,83,183,113000,550000,31.6,Low Risk
CUST103049,Kotak Mahindra Bank,Mass Retail,1,8,50700,100000,19,167,1003000,1930000,33.9,Low Risk
CUST103050,IndusInd Bank,Mass Retail,4,12,8700,25000,69,262,160000,470000,32.3,Low Risk
CUST103051,ICICI Bank,Mass Retail,13,11,21200,25000,283,263,464000,520000,98.4,High Risk
CUST103052,Punjab National Bank,Affluent,16,20,47500,200000,417,469,971000,3920000,50.9,Low-Medium Risk
CUST103053,Federal Bank,Mass Retail,1,6,1700,25000,28,136,30000,490000,12.0,Low Risk
CUST103054,ICICI Bank,Mass Retail,2,10,4600,50000,40,244,113000,1210000,13.0,Low Risk
CUST103055,State Bank of India,Premium,1,25,322100,750000,22,608,6396000,16290000,24.7,Low Risk
CUST103056,State Bank of India,SME,4,30,11700,200000,78,700,229000,4280000,8.4,Low Risk
CUST103057,Yes Bank,Affluent,3,14,52700,150000,62,343,959000,3420000,26.2,Low Risk
CUST103058,Federal Bank,Mass Retail,9,8,34000,50000,203,171,863000,1230000,89.5,Medium Risk
CUST103059,Canara Bank,Mass Retail,3,8,40500,75000,81,201,698000,1410000,46.3,Low-Medium Risk
CUST103060,Yes Bank,SME,22,47,66000,1500000,424,1095,1072000,35750000,20.9,Low Risk
CUST103061,Bank of India,Mass Retail,1,9,4600,50000,26,223,89000,1100000,9.8,Low Risk
CUST103062,HDFC Bank,Mass Retail,1,7,17100,50000,27,160,228000,950000,23.1,Low Risk
CUST103063,Canara Bank,Affluent,3,20,30800,150000,51,411,428000,3010000,15.7,Low Risk
CUST103064,Federal Bank,Affluent,1,15,66400,400000,27,342,1283000,8550000,12.3,Low Risk
CUST103065,Federal Bank,Affluent,8,18,19500,150000,170,389,371000,3430000,26.1,Low Risk
CUST103066,ICICI Bank,Mass Retail,2,9,5600,40000,33,215,98000,790000,15.4,Low Risk
CUST103067,Union Bank of India,Mass Retail,1,7,8200,50000,24,156,153000,1090000,14.8,Low Risk
CUST103068,Kotak Mahindra Bank,SME,3,33,16800,200000,53,820,293000,4560000,7.2,Low Risk
CUST103069,Bank of Baroda,Mass Retail,12,9,41500,40000,246,214,986000,850000,116.2,High Risk
CUST103070,Yes Bank,Premium,5,32,65600,500000,136,761,1573000,12020000,14.8,Low Risk
CUST103071,Indian Bank,Premium,2,25,50500,300000,34,513,1045000,7230000,12.0,Low Risk
CUST103072,Yes Bank,Affluent,3,17,284300,400000,84,440,4021000,8520000,41.2,Low-Medium Risk
CUST103073,Indian Bank,Mass Retail,3,9,5500,40000,55,224,142000,990000,20.6,Low Risk
CUST103074,HDFC Bank,Mass Retail,7,6,128400,100000,188,147,2345000,1850000,125.3,High Risk
CUST103075,Punjab National Bank,Affluent,6,17,28300,150000,128,362,438000,2700000,25.2,Low Risk
CUST103076,Bank of Baroda,Business,16,41,2265500,2500000,440,933,49946000,51660000,71.6,Medium Risk
CUST103077,Federal Bank,SME,19,33,320900,750000,277,659,7406000,16660000,46.4,Low-Medium Risk
CUST103078,Federal Bank,Mass Retail,3,11,2000,40000,57,250,45000,900000,13.8,Low Risk
CUST103079,Kotak Mahindra Bank,Mass Retail,1,10,20400,75000,22,200,361000,1600000,18.6,Low Risk
CUST103080,Canara Bank,SME,4,28,64800,400000,62,640,875000,7550000,13.1,Low Risk
CUST103081,State Bank of India,Premium,2,21,152400,1000000,56,494,2311000,19190000,12.2,Low Risk
CUST103082,Canara Bank,Business,38,49,95500,1500000,1092,1065,2371000,35950000,43.5,Low-Medium Risk
CUST103083,Bank of India,Mass Retail,4,7,9700,25000,90,157,215000,600000,46.1,Low-Medium Risk
CUST103084,Kotak Mahindra Bank,Affluent,3,16,33300,150000,84,402,620000,3410000,20.0,Low Risk
CUST103085,Kotak Mahindra Bank,Premium,9,25,173400,750000,164,494,3942000,16990000,28.1,Low Risk
CUST103086,Union Bank of India,Premium,3,33,145500,500000,66,810,3147000,11090000,19.7,Low Risk
CUST103087,Union Bank of India,Mass Retail,5,12,18600,50000,70,242,271000,970000,33.8,Low Risk
CUST103088,Federal Bank,Mass Retail,5,12,14100,100000,79,231,246000,2100000,24.0,Low Risk
CUST103089,HDFC Bank,Affluent,1,19,83000,300000,19,386,1415000,6860000,15.9,Low Risk
CUST103090,Bank of Baroda,Mass Retail,2,13,3000,40000,60,317,64000,870000,11.7,Low Risk
CUST103091,Canara Bank,Affluent,5,17,84300,400000,79,371,1540000,7250000,22.8,Low Risk
CUST103092,ICICI Bank,SME,13,36,306300,750000,316,904,7561000,18510000,38.6,Low Risk
CUST103093,Indian Bank,Mass Retail,2,8,3600,25000,32,181,62000,600000,16.2,Low Risk
CUST103094,Bank of India,Business,82,73,672300,500000,1802,1398,12963000,9910000,127.2,High Risk
CUST103095,Union Bank of India,Mass Retail,7,8,78300,100000,244,192,1606000,2230000,89.3,Medium Risk
CUST103096,Kotak Mahindra Bank,Premium,0,24,341000,750000,8,475,6711000,18350000,23.4,Low Risk
CUST103097,IDFC First Bank,SME,17,46,348200,750000,376,1128,5079000,14000000,38.4,Low Risk
CUST103098,HDFC Bank,Mass Retail,6,13,5000,40000,93,262,106000,860000,24.5,Low Risk
CUST103099,IndusInd Bank,Mass Retail,1,13,34800,75000,19,278,558000,1590000,26.0,Low Risk
CUST103100,IndusInd Bank,Affluent,22,18,80000,100000,538,438,1550000,2090000,97.0,High Risk
CUST103101,Kotak Mahindra Bank,Mass Retail,2,6,32200,100000,55,154,519000,2380000,30.3,Low Risk
CUST103102,Bank of India,Premium,26,26,407700,500000,507,562,8724000,10330000,88.3,Medium Risk
CUST103103,Canara Bank,Business,3,71,1173900,5000000,71,1761,18160000,92230000,13.8,Low Risk
CUST103104,Canara Bank,Affluent,1,13,40000,200000,21,264,564000,3690000,13.3,Low Risk
CUST103105,Indian Bank,Mass Retail,0,6,8600,40000,6,148,109000,730000,11.2,Low Risk
CUST103106,ICICI Bank,Affluent,4,16,23900,100000,80,378,471000,2090000,23.3,Low Risk
CUST103107,Indian Bank,Premium,13,32,120100,500000,233,651,2653000,11510000,30.1,Low Risk
CUST103108,Punjab National Bank,Mass Retail,3,10,46000,75000,65,211,590000,1460000,41.7,Low-Medium Risk
CUST103109,State Bank of India,Affluent,5,14,30000,400000,88,279,508000,9010000,18.9,Low Risk
CUST103110,Union Bank of India,Affluent,4,19,88200,300000,73,412,1705000,6840000,23.7,Low Risk
CUST103111,Kotak Mahindra Bank,Affluent,15,13,349600,400000,339,266,4977000,7910000,95.2,High Risk
CUST103112,Yes Bank,Mass Retail,3,11,10200,40000,58,259,153000,890000,22.8,Low Risk
CUST103113,Union Bank of India,Premium,29,27,591600,1000000,633,701,17348000,22790000,81.1,Medium Risk
CUST103114,Yes Bank,Mass Retail,12,12,109500,100000,254,229,2734000,2130000,113.1,High Risk
CUST103115,Punjab National Bank,Mass Retail,7,6,45100,75000,153,137,1598000,1530000,96.3,High Risk
CUST103116,IDFC First Bank,Business,20,62,394000,2500000,478,1427,8895000,55840000,23.3,Low Risk
CUST103117,Union Bank of India,Premium,10,21,207000,1000000,207,533,4219000,24840000,29.8,Low Risk
CUST103118,Bank of India,Mass Retail,2,11,36600,75000,44,248,628000,1570000,32.8,Low Risk
CUST103119,HDFC Bank,Mass Retail,2,12,1800,50000,34,274,31000,1040000,8.3,Low Risk
CUST103120,Kotak Mahindra Bank,Mass Retail,2,12,4500,40000,37,268,96000,850000,13.0,Low Risk
CUST103121,IndusInd Bank,Mass Retail,3,12,9200,40000,47,251,140000,740000,21.4,Low Risk
CUST103122,Kotak Mahindra Bank,Mass Retail,11,13,15300,25000,248,252,477000,550000,81.7,Medium Risk
CUST103123,Punjab National Bank,Mass Retail,4,10,10400,25000,56,219,155000,510000,34.7,Low Risk
CUST103124,ICICI Bank,Affluent,10,17,149500,400000,178,329,2869000,7540000,45.9,Low-Medium Risk
CUST103125,Kotak Mahindra Bank,Premium,7,28,28200,300000,134,640,624000,6380000,15.4,Low Risk
CUST103126,Indian Bank,Affluent,3,18,43400,150000,51,381,738000,2700000,22.3,Low Risk
CUST103127,Indian Bank,Premium,20,32,164400,1000000,478,728,3423000,20810000,37.1,Low Risk
CUST103128,Axis Bank,Mass Retail,2,12,18900,50000,36,239,338000,940000,27.8,Low Risk
CUST103129,State Bank of India,SME,13,40,44800,200000,255,1021,638000,3630000,23.7,Low Risk
CUST103130,ICICI Bank,Business,79,66,2222400,2500000,1777,1667,59722000,59430000,102.9,High Risk
CUST103131,Punjab National Bank,Business,9,58,114000,1500000,172,1179,2015000,36620000,10.7,Low Risk
CUST103132,Indian Bank,Business,27,47,1477900,2500000,630,1006,27001000,48630000,58.6,Low-Medium Risk
CUST103133,IDFC First Bank,SME,6,39,42000,400000,134,908,669000,8710000,11.6,Low Risk
CUST103134,Axis Bank,Affluent,2,12,34800,400000,27,236,591000,7980000,10.6,Low Risk
CUST103135,Canara Bank,Mass Retail,5,13,1700,25000,95,279,30000,540000,19.5,Low Risk
CUST103136,Bank of India,Affluent,2,17,15800,400000,28,353,284000,8420000,6.4,Low Risk
CUST103137,Bank of India,Premium,18,30,591000,500000,530,762,12698000,9940000,97.5,High Risk
CUST103138,Bank of India,Premium,11,30,128800,500000,224,749,2923000,11450000,29.3,Low Risk
CUST103139,Canara Bank,Affluent,9,19,138400,300000,217,438,1792000,5670000,43.2,Low-Medium Risk
CUST103140,Axis Bank,Mass Retail,6,6,19800,25000,179,136,344000,460000,94.2,High Risk
CUST103141,Axis Bank,Mass Retail,5,9,139400,100000,172,230,3266000,2340000,106.9,High Risk
CUST103142,Bank of Baroda,SME,7,52,119300,750000,158,1327,2523000,17000000,14.2,Low Risk
CUST103143,IndusInd Bank,Affluent,5,15,10900,150000,103,387,193000,3220000,16.8,Low Risk
CUST103144,Canara Bank,Affluent,7,12,66400,200000,129,239,1028000,4250000,40.6,Low-Medium Risk
CUST103145,State Bank of India,Mass Retail,1,7,7400,40000,17,141,147000,860000,15.5,Low Risk
CUST103146,Kotak Mahindra Bank,Mass Retail,1,13,20600,100000,32,309,417000,2110000,15.4,Low Risk
CUST103147,Axis Bank,Business,77,66,749700,1000000,1674,1504,13535000,20750000,89.4,Medium Risk
CUST103148,HDFC Bank,Premium,7,27,311800,1000000,142,516,5862000,21500000,28.1,Low Risk
CUST103149,Axis Bank,Premium,4,29,92100,500000,81,564,2010000,10850000,16.5,Low Risk
CUST103150,Bank of India,Affluent,6,21,145600,400000,107,530,2871000,9140000,29.5,Low Risk
CUST103151,IndusInd Bank,Affluent,22,21,192800,150000,524,527,4766000,3450000,119.6,High Risk
CUST103152,IDFC First Bank,Mass Retail,2,10,14000,50000,36,215,243000,1030000,22.7,Low Risk
CUST103153,Kotak Mahindra Bank,Premium,4,27,134200,750000,93,681,2782000,15670000,16.5,Low Risk
CUST103154,Union Bank of India,Affluent,5,20,79700,400000,103,463,1594000,8250000,21.3,Low Risk
CUST103155,Federal Bank,Affluent,3,13,34700,150000,88,320,698000,3260000,23.5,Low Risk
CUST103156,Union Bank of India,Affluent,2,18,41800,100000,49,396,771000,2120000,26.9,Low Risk
CUST103157,Bank of India,SME,10,34,959100,1500000,177,673,17191000,36340000,43.2,Low-Medium Risk
CUST103158,Yes Bank,Mass Retail,2,7,5300,40000,40,154,116000,910000,19.4,Low Risk
CUST103159,Union Bank of India,Business,19,59,19600,500000,360,1310,411000,12150000,14.9,Low Risk
CUST103160,IDFC First Bank,Mass Retail,3,9,14700,100000,59,206,298000,2300000,21.5,Low Risk
CUST103161,Yes Bank,Affluent,6,21,99600,400000,94,415,1964000,9920000,24.0,Low Risk
CUST103162,Federal Bank,Mass Retail,4,6,31600,25000,109,156,733000,560000,102.1,High Risk
CUST103163,IndusInd Bank,Mass Retail,1,9,15200,100000,19,186,345000,2470000,12.7,Low Risk
CUST103164,HDFC Bank,Affluent,3,13,19500,100000,55,265,267000,1910000,19.2,Low Risk
CUST103165,Yes Bank,Mass Retail,2,11,6500,40000,35,250,102000,730000,15.4,Low Risk
CUST103166,Bank of Baroda,Affluent,6,14,25700,100000,138,319,391000,2210000,31.2,Low Risk
CUST103167,Canara Bank,SME,16,52,389200,750000,342,1148,9083000,18660000,41.7,Low-Medium Risk
CUST103168,IDFC First Bank,Mass Retail,0,10,15200,40000,7,244,228000,840000,18.9,Low Risk
CUST103169,Federal Bank,Premium,7,20,166900,750000,134,452,2832000,14610000,25.8,Low Risk
CUST103170,Kotak Mahindra Bank,Mass Retail,2,8,9900,25000,38,186,146000,540000,28.7,Low Risk
CUST103171,IndusInd Bank,Premium,7,32,144600,300000,158,770,2190000,6760000,31.9,Low Risk
CUST103172,State Bank of India,Mass Retail,9,9,49300,100000,207,173,1008000,2020000,76.1,Medium Risk
CUST103173,Axis Bank,Mass Retail,3,13,7600,75000,47,299,127000,1730000,13.3,Low Risk
CUST103174,Axis Bank,Mass Retail,3,11,3000,50000,52,277,51000,1240000,12.9,Low Risk
CUST103175,IDFC First Bank,Mass Retail,3,6,24100,100000,55,115,457000,2430000,33.6,Low Risk
CUST103176,Yes Bank,Mass Retail,2,9,400,50000,43,197,8000,1000000,10.2,Low Risk
CUST103177,State Bank of India,Premium,5,24,67800,500000,95,612,942000,10140000,14.6,Low Risk
CUST103178,State Bank of India,Business,58,54,90100,1500000,1226,1159,2363000,30900000,50.8,Low-Medium Risk
CUST103179,Canara Bank,Business,32,87,1316000,5000000,506,1932,28435000,103810000,28.7,Low Risk
CUST103180,Kotak Mahindra Bank,Premium,7,22,45100,300000,180,569,858000,5610000,22.5,Low Risk
CUST103181,IDFC First Bank,Mass Retail,1,6,6200,25000,23,122,102000,580000,20.0,Low Risk
CUST103182,ICICI Bank,Mass Retail,13,11,47700,40000,283,214,1100000,820000,125.8,High Risk
CUST103183,HDFC Bank,Mass Retail,1,6,20100,40000,30,150,485000,970000,36.1,Low Risk
CUST103184,Bank of India,Mass Retail,2,6,10100,50000,42,150,251000,1220000,24.9,Low Risk
CUST103185,ICICI Bank,Affluent,4,16,38100,100000,75,357,675000,1820000,31.1,Low Risk
CUST103186,Bank of India,Affluent,2,12,15100,100000,37,271,373000,2490000,15.2,Low Risk
CUST103187,Union Bank of India,Mass Retail,5,13,3100,75000,126,323,66000,1720000,19.2,Low Risk
CUST103188,Bank of Baroda,Mass Retail,0,9,12300,75000,10,218,217000,1620000,9.2,Low Risk
CUST103189,State Bank of India,Business,4,49,701900,2500000,82,1022,13962000,51820000,18.9,Low Risk
CUST103190,IDFC First Bank,Premium,7,28,243000,500000,126,535,3898000,10810000,34.6,Low Risk
CUST103191,Indian Bank,Mass Retail,3,11,12600,50000,67,246,217000,1010000,24.8,Low Risk
CUST103192,State Bank of India,Business,16,51,205400,2500000,344,1276,4761000,55900000,17.5,Low Risk
CUST103193,IDFC First Bank,SME,5,40,160800,750000,110,1011,2108000,13990000,15.1,Low Risk
CUST103194,HDFC Bank,Mass Retail,3,11,2100,25000,68,283,48000,560000,16.0,Low Risk
CUST103195,ICICI Bank,Mass Retail,2,7,400,75000,50,176,7000,1490000,12.8,Low Risk
CUST103196,Indian Bank,Affluent,3,19,21100,200000,50,438,348000,3620000,11.8,Low Risk
CUST103197,Yes Bank,SME,9,41,53400,200000,175,907,1113000,4370000,23.6,Low Risk
CUST103198,Bank of India,Business,24,85,237800,1000000,586,2076,3935000,22050000,24.1,Low Risk
CUST103199,Indian Bank,Mass Retail,3,8,6100,50000,65,193,101000,1050000,22.0,Low Risk
CUST103200,Bank of India,Mass Retail,0,8,27400,75000,6,182,417000,1390000,19.4,Low Risk
CUST103201,ICICI Bank,Affluent,2,17,63800,400000,33,333,1150000,9700000,12.7,Low Risk
CUST103202,Federal Bank,Affluent,6,21,53200,100000,144,535,920000,2230000,38.6,Low Risk
CUST103203,Canara Bank,Mass Retail,1,6,13300,100000,29,133,199000,1880000,15.3,Low Risk
CUST103204,Canara Bank,Business,9,74,347800,1500000,156,1594,7726000,32360000,18.0,Low Risk
CUST103205,Punjab National Bank,Premium,8,30,71800,1000000,164,702,1586000,21480000,14.9,Low Risk
CUST103206,Yes Bank,Business,6,77,444400,1500000,125,1826,6970000,27630000,18.7,Low Risk
CUST103207,ICICI Bank,Business,19,58,1915000,5000000,424,1188,33750000,111240000,34.2,Low Risk
CUST103208,Canara Bank,Premium,3,31,127800,500000,76,771,2688000,11830000,18.1,Low Risk
CUST103209,Yes Bank,Affluent,18,21,49500,200000,533,442,1019000,4650000,58.7,Low-Medium Risk
CUST103210,Bank of India,Affluent,15,15,114000,100000,308,305,2593000,1940000,113.7,High Risk
CUST103211,ICICI Bank,Mass Retail,2,10,31600,75000,35,218,637000,1800000,29.5,Low Risk
CUST103212,HDFC Bank,Premium,27,25,506300,750000,740,603,11764000,15300000,91.4,High Risk
CUST103213,Kotak Mahindra Bank,Mass Retail,2,8,5400,50000,46,206,127000,1230000,16.2,Low Risk
CUST103214,Kotak Mahindra Bank,Premium,21,31,827300,750000,643,765,15063000,13880000,94.8,High Risk
CUST103215,Punjab National Bank,Mass Retail,14,11,67200,75000,278,281,1248000,1610000,96.8,High Risk
CUST103216,Axis Bank,Mass Retail,9,8,25700,25000,195,160,682000,550000,115.0,High Risk
CUST103217,ICICI Bank,Mass Retail,1,6,700,40000,13,117,13000,790000,7.3,Low Risk
CUST103218,IndusInd Bank,Mass Retail,6,8,5300,50000,94,183,124000,1170000,33.9,Low Risk
CUST103219,State Bank of India,Premium,1,23,291500,1000000,10,484,6490000,22390000,17.6,Low Risk
CUST103220,Union Bank of India,Premium,11,26,71100,1000000,223,645,887000,18130000,20.3,Low Risk
CUST103221,Bank of India,Affluent,3,14,14100,150000,66,332,227000,3340000,13.5,Low Risk
